date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0
2020-03-28,2,2,0,0,0,0,2,2
2020-04-04,2,0,0,0,0,0,2,0
2020-04-11,2,0,0,0,0,0,2,0
2020-04-18,5,3,0,0,0,0,5,3
2020-04-25,16,11,0,0,0,0,16,11
2020-05-02,43,27,0,0,0,0,43,27
2020-05-09,53,10,0,0,0,0,53,10
2020-05-16,102,49,5,5,0,0,97,44
2020-05-23,129,27,19,14,1,1,109,12
2020-05-30,162,33,49,30,1,0,112,3
2020-06-06,178,16,74,25,1,0,103,-9
2020-06-13,205,27,86,12,2,1,117,14
2020-06-20,222,17,128,42,2,0,92,-25
2020-06-27,234,12,152,24,2,0,80,-12
2020-07-04,253,19,171,19,3,1,79,-1
2020-07-11,282,29,188,17,3,0,91,12
2020-07-18,339,57,205,17,4,1,130,39
2020-07-25,388,49,232,27,4,0,152,22
2020-08-01,451,63,292,60,5,1,154,2
2020-08-08,551,100,362,70,5,0,184,30
2020-08-15,601,50,439,77,6,1,156,-28
2020-08-22,647,46,518,79,6,0,123,-33
2020-08-29,746,99,562,44,12,6,172,49
2020-09-04,888,142,604,42,14,2,270,98
