date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0
2020-03-21,1,1,0,0,0,0,1,1
2020-03-26,1,0,0,0,0,0,1,0
2020-03-31,1,0,0,0,0,0,1,0
2020-04-05,2,1,1,1,0,0,1,0
2020-04-10,2,0,1,0,0,0,1,0
2020-04-15,4,2,2,1,0,0,2,1
2020-04-20,14,10,2,0,0,0,12,10
2020-04-25,26,12,4,2,0,0,22,10
2020-04-30,50,24,6,2,0,0,44,22
2020-05-05,54,4,9,3,0,0,45,1
2020-05-10,81,27,12,3,3,3,66,21
2020-05-15,95,14,13,1,4,1,78,12
2020-05-20,100,5,13,0,5,1,82,4
2020-05-25,139,39,21,8,7,2,111,29
2020-05-30,176,37,30,9,16,9,130,19
2020-06-04,186,10,33,3,18,2,135,5
2020-06-09,301,115,40,7,22,4,239,104
2020-06-14,342,41,49,9,22,0,271,32
2020-06-19,463,121,82,33,26,4,355,84
2020-06-24,718,255,103,21,31,5,584,229
2020-06-29,947,229,119,16,32,1,796,212
2020-07-04,1034,87,128,9,32,0,874,78
2020-07-09,1143,109,137,9,39,7,967,93
2020-07-14,0,0,0,0,0,0,0,0
